3700	Đếm số chấm trên quân đô-mi-nô trước khi nó chạm đất.
3718	Tìm hiểu về Hệ Mặt Trời.
3919	Lái tàu ngầm tới điểm đích.
3955	Giải câu đố Sudoku.
3964	Tux đã giấu vài món đồ. Hãy tìm ra chúng theo đúng thứ tự.
3970	Di chuyển các mảnh để ghép thành hình đã cho.
3974	Ném phi tiêu vào bia rồi tính điểm của con.
3984	Đổi chỗ các số để tạo thành những cặp bằng mười, rồi nhập kết quả của tổng cuối cùng.
3991	Tìm phần bù của 10 cho mỗi số.
4000	Đổi chỗ các số để tạo thành những cặp bằng mười.
4007	Dùng phần bù của 10 để tính cho gọn.
4015	Đặt được ba dấu trên một hàng.
4022	Đưa chiếc xe đỏ ra khỏi bãi đỗ qua cổng bên phải.
4025	Giải phép cộng đã cho.
4042	Giải phép trừ đã cho.
4069	Tux vừa đi câu về bằng thuyền. Hãy nối lại hệ thống nước để bạn ấy được tắm.
4084	Gõ các từ đang rơi trước khi chúng chạm đất.
