3635	Thể hiện óc sáng tạo của con qua nét vẽ.
3640	Làm quen với một số công cụ vẽ trên máy tính.
3679	Luyện đếm trong thời gian có hạn.
3719	Tìm hiểu thông tin về Hệ Mặt Trời. Nếu con muốn học thêm về thiên văn, hãy thử tải KStars (https://edu.kde.org/kstars/) hoặc Stellarium (https://stellarium.org/), đều là phần mềm tự do về thiên văn.
3920	Học cách điều khiển tàu ngầm.
3956	Rèn một số kỹ năng tư duy logic (nối dữ kiện, suy luận) và tưởng tượng không gian.
3965	Rèn tư duy logic, phân biệt màu sắc và ghi nhớ vị trí.
3971	Rèn khả năng tưởng tượng không gian, ghi nhớ vị trí và dựng lại hình mẫu.
3975	Luyện cộng nhiều số.
3985	Học cách dùng phần bù của 10 để sắp lại thứ tự các số trong phép tính rồi tính ra kết quả.
3992	Học cách tìm phần bù của 10.
4001	Học cách dùng phần bù của 10 để sắp lại thứ tự các số trong phép tính.
4008	Học một cách dùng phần bù của 10 trong thực tế.
4016	Rèn kỹ năng chiến thuật của con.
4026	Học cách giải phép cộng đặt tính dọc.
4043	Học cách giải phép trừ đặt tính dọc, theo cách mượn bằng gộp nhóm.
4066	Học cách giải phép trừ đặt tính dọc, theo cách mượn bằng bù trừ.
4070	Tìm hiểu vòng tuần hoàn của nước.
4085	Luyện dùng bàn phím.
